productId|productTypeId|isVirtual|isVariant|internalName|productName|brandName|productGroup(category)|quantityIncluded|MainUnit(quantityUomId)|altQuantityIncluded|AltUnit(altQuantityUomId)|ConversionFactor
PB0439|FINDIG_GOOD|N|N|Garari Penion 4.5 ID|Garari Penion 4.5 ID||consumable_items|1|UQC_pcs|||
PB0440|FINDIG_GOOD|N|N|Starter 7.5 HP MK 1 Dol|Starter 7.5 HP MK 1 Dol||assets|1|UQC_pcs|||
PB0441|FINDIG_GOOD|N|N|LED Tube Light Fitting 20 Watt 4FT|LED Tube Light Fitting 20 Watt 4FT||consumable_items|1|UQC_pcs|||
PB0442|FINDIG_GOOD|N|N|COPPER FLEXIBLE WIRE 1.0 SQ MM SINGLE CO|COPPER FLEXIBLE WIRE 1.0 SQ MM SINGLE CO||consumable_items|1|UQC_mtr|||
PB0443|FINDIG_GOOD|N|N|MCCB DN1-250C 125A 3POLE 25KA CAT NO-CM9|MCCB DN1-250C 125A 3POLE 25KA CAT NO-CM9||consumable_items|1|UQC_pcs|||
PB0444|FINDIG_GOOD|N|N|DB SPN 4WAY DOUBLE DOOR|DB SPN 4WAY DOUBLE DOOR||consumable_items|1|UQC_pcs|||
PB0445|FINDIG_GOOD|N|N|MCB 32A 3POLE|MCB 32A 3POLE||consumable_items|1|UQC_pcs|||
PB0446|FINDIG_GOOD|N|N|ENCLOSURE SIZE-II CAT NO-CM91003OOOO|ENCLOSURE SIZE-II CAT NO-CM91003OOOO||consumable_items|1|UQC_pcs|||
PB0447|FINDIG_GOOD|N|N|COPPER FLEXIBLE CABLE 6 SQ MM X 3 CORE|COPPER FLEXIBLE CABLE 6 SQ MM X 3 CORE||consumable_items|1|UQC_mtr|1|UQC_pcs|1
PB0448|FINDIG_GOOD|N|N|XLPE 1100V LT ALUMINIUM ARMOURED CABLE 5|XLPE 1100V LT ALUMINIUM ARMOURED CABLE 5||consumable_items|1|UQC_mtr|||
PB0449|FINDIG_GOOD|N|N|SAP Software|SAP Software||assets|1|UQC_oth|||
PB0450|FINDIG_GOOD|N|N|Supply of Water Cooled Scroll Chiller|Supply of Water Cooled Scroll Chiller||assets|1|UQC_pcs|||
PB0451|FINDIG_GOOD|N|N|Plumber Block UCP 216|Plumber Block UCP 216||consumable_items|1|UQC_pcs|||
PB0452|FINDIG_GOOD|N|N|EPBEX NS300 for Panasonic System|EPBEX NS300 for Panasonic System||assets|1|UQC_pcs|||
PB0453|FINDIG_GOOD|N|N|DSP Card for Panasonic System|DSP Card for Panasonic System||assets|1|UQC_pcs|||
PB0454|FINDIG_GOOD|N|N|License IP Activation Key|License IP Activation Key||assets|1|UQC_pcs|||
PB0455|FINDIG_GOOD|N|N|License trunk Activation|License trunk Activation||assets|1|UQC_pcs|||
PB0456|FINDIG_GOOD|N|N|50 PAIR MDF|50 PAIR MDF||assets|1|UQC_pcs|||
PB0457|FINDIG_GOOD|N|N|MS Nut Bolt With Washer|MS Nut Bolt With Washer||consumable_items|1|UQC_kgs|||
PB0458|FINDIG_GOOD|N|N|Battery 12V, 150 AH Model : Exide Gold|Battery 12V, 150 AH Model : Exide Gold||consumable_items|1|UQC_pcs|||
PB0459|FINDIG_GOOD|N|N|Roller Chain 1inch Simplex each 3 Mtr|Roller Chain 1inch Simplex each 3 Mtr||consumable_items|1|UQC_box|||
PB0460|FINDIG_GOOD|N|N|Roller Chain 1.5inch Simplex each 3 Mtr|Roller Chain 1.5inch Simplex each 3 Mtr||consumable_items|1|UQC_box|||
PB0461|FINDIG_GOOD|N|N|Roller Chain 1.5inch Duplex each 3 Mtr|Roller Chain 1.5inch Duplex each 3 Mtr||consumable_items|1|UQC_box|||
PB0462|FINDIG_GOOD|N|N|Half Lock 1inch Simplex|Half Lock 1inch Simplex||consumable_items|1|UQC_pcs|||
PB0463|FINDIG_GOOD|N|N|Full Lock 1inch Simplex|Full Lock 1inch Simplex||consumable_items|1|UQC_pcs|||
PB0464|FINDIG_GOOD|N|N|Half Lock 1.5inch Simplex|Half Lock 1.5inch Simplex||consumable_items|1|UQC_pcs|||
PB0465|FINDIG_GOOD|N|N|Full Lock 1.5inch Simplex|Full Lock 1.5inch Simplex||consumable_items|1|UQC_pcs|||
PB0466|FINDIG_GOOD|N|N|Half Lock 1.5inch Duplex|Half Lock 1.5inch Duplex||consumable_items|1|UQC_pcs|||
PB0467|FINDIG_GOOD|N|N|Full Lock 1.5inch Duplex|Full Lock 1.5inch Duplex||consumable_items|1|UQC_pcs|||
PB0468|FINDIG_GOOD|N|N|USB Keybord|USB Keybord||consumable_items|1|UQC_pcs|||
PB0469|FINDIG_GOOD|N|N|TVSE Keybord|TVSE Keybord||consumable_items|1|UQC_pcs|||
PB0470|FINDIG_GOOD|N|N|USB Mouse|USB Mouse||consumable_items|1|UQC_pcs|||
PB0471|FINDIG_GOOD|N|N|Wireless Mouse|Wireless Mouse||consumable_items|1|UQC_pcs|||
PB0472|FINDIG_GOOD|N|N|UPS 1 KVA|UPS 1 KVA||consumable_items|1|UQC_pcs|||
PB0473|FINDIG_GOOD|N|N|UPS 600 VA|UPS 600 VA||consumable_items|1|UQC_pcs|||
PB0474|FINDIG_GOOD|N|N|Externel Hard Disc|Externel Hard Disc||assets|1|UQC_pcs|||
PB0475|FINDIG_GOOD|N|N|Pen Drive 32 GB|Pen Drive 32 GB||consumable_items|1|UQC_pcs|||
PB0476|FINDIG_GOOD|N|N|Transformer 11/433 KV, Cap. 800 KVA|Transformer 11/433 KV, Cap. 800 KVA||assets|1|UQC_pcs|||
PB0477|FINDIG_GOOD|N|N|Bar Code Lable|Bar Code Lable||consumable_items|1|UQC_pcs|||
PB0478|FINDIG_GOOD|N|N|Chip Ink|Chip Ink||consumable_items|1|UQC_pcs|||
PB0479|FINDIG_GOOD|N|N|Electromagnetic Flowmeter|Electromagnetic Flowmeter||assets|1|UQC_pcs|||
PB0480|FINDIG_GOOD|N|N|Complete Construction of 11 KV Line|Complete Construction of 11 KV Line||assets|1|UQC_unt|||
PB0481|FINDIG_GOOD|N|N|Complete Supply of Cabling &amp; Fixing|Complete Supply of Cabling &amp; Fixing||assets|1|UQC_unt|||
PB0482|FINDIG_GOOD|N|N|Complete Supply of Light &amp; Fans Fittings|Complete Supply of Light &amp; Fans Fittings||assets|1|UQC_unt|||
PB0483|FINDIG_GOOD|N|N|MS Angle (75X75X8mm)|MS Angle (75X75X8mm)||consumable_items|1|UQC_kgs|||
PB0484|FINDIG_GOOD|N|N|MS Square Pipe 60X60X2 Mm|MS Square Pipe 60X60X2 Mm||consumable_items|1|UQC_mtr|||
PB0485|FINDIG_GOOD|N|N|MS Wiremesh 25X25X3 Mm|MS Wiremesh 25X25X3 Mm||consumable_items|1|UQC_kgs|||
PB0486|FINDIG_GOOD|N|N|DE002-1PK Dodeca G-I-Plus - Hi Media (C)|DE002-1PK Dodeca G-I-Plus - Hi Media (C)||consumable_items|1|UQC_pcs|||
PB0487|FINDIG_GOOD|N|N|DE009-1PK Dodeca G-II-Plus -Hi Media (C)|DE009-1PK Dodeca G-II-Plus -Hi Media (C)||consumable_items|1|UQC_pcs|||
PB0488|FINDIG_GOOD|N|N|DE023-1PK Dodeca G-IV-Plus -Hi Media (C)|DE023-1PK Dodeca G-IV-Plus -Hi Media (C)||consumable_items|1|UQC_pcs|||
PB0489|FINDIG_GOOD|N|N|DE003-1PK Dodeca G-I-Minus - Hi Media (C)|DE003-1PK Dodeca G-I-Minus - Hi Media (C)||consumable_items|1|UQC_pcs|||
PB0490|FINDIG_GOOD|N|N|DE010-1PK Dodeca G-II-Minus - Hi Media (C)|DE010-1PK Dodeca G-II-Minus - Hi Media (C)||consumable_items|1|UQC_pcs|||
PB0491|FINDIG_GOOD|N|N|DE031-1PK Dodeca G-VI-Minus - Hi Media (C)|DE031-1PK Dodeca G-VI-Minus - Hi Media (C)||consumable_items|1|UQC_pcs|||
PB0492|FINDIG_GOOD|N|N|Patanjali Tricho 500 Gm|Patanjali Tricho 500 Gm||bio_pesticide|1|UQC_pcs|||
PB0493|FINDIG_GOOD|N|N|Patanjali Fluorescens 500 Gm|Patanjali Fluorescens 500 Gm||bio_pesticide|1|UQC_pcs|||
PB0494|FINDIG_GOOD|N|N|Supply of Furnace Mfr. Mat. &amp; Installati|Supply of Furnace Mfr. Mat. &amp; Installati||assets|1|UQC_unt|||
PB0495|FINDIG_GOOD|N|N|Visualplay Client Node|Visualplay Client Node||consumable_items|1|UQC_pcs|||
PB0496|FINDIG_GOOD|N|N|Smoke Grey Oil Paint|Smoke Grey Oil Paint||consumable_items|1|UQC_klr|||
PB0497|FINDIG_GOOD|N|N|Redoxide Primer|Redoxide Primer||consumable_items|1|UQC_klr|||
PB0498|FINDIG_GOOD|N|N|80 No. Emery Paper|80 No. Emery Paper||consumable_items|1|UQC_mtr|||
PB0499|FINDIG_GOOD|N|N|Tarpin Oil|Tarpin Oil||consumable_items|1|UQC_klr|||
PB0500|FINDIG_GOOD|N|N|Allu. Paint High Temper 200|Allu. Paint High Temper 200||consumable_items|1|UQC_klr|||
PB0501|FINDIG_GOOD|N|N|IP Camera 2 MP|IP Camera 2 MP||assets|1|UQC_pcs|||
PB0502|FINDIG_GOOD|N|N|NVR 32 Channel|NVR 32 Channel||assets|1|UQC_pcs|||
PB0503|FINDIG_GOOD|N|N|24 Port D-Link Switch GIGABIT (DGS1210-2|24 Port D-Link Switch GIGABIT (DGS1210-2||assets|1|UQC_unt|||
PB0504|FINDIG_GOOD|N|N|6 TB HDD|6 TB HDD||assets|1|UQC_pcs|||
PB0505|FINDIG_GOOD|N|N|Cable Cat|Cable Cat||assets|1|UQC_pcs|||
PB0506|FINDIG_GOOD|N|N|Panasonic Telephone Model : KX60|Panasonic Telephone Model : KX60||assets|1|UQC_pcs|||
PB0507|FINDIG_GOOD|N|N|SPRING 400X90X16|SPRING 400X90X16||consumable_items|1|UQC_pcs|||
PB0508|FINDIG_GOOD|N|N|SPRING LOCK|SPRING LOCK||consumable_items|1|UQC_pcs|||
PB0509|FINDIG_GOOD|N|N|GI Wiremesh 1250X15000mm Size 4X5|GI Wiremesh 1250X15000mm Size 4X5||consumable_items|1|UQC_unt|||
PB0510|FINDIG_GOOD|N|N|GI Wiremesh 1250X15000mm Size 6X7|GI Wiremesh 1250X15000mm Size 6X7||consumable_items|1|UQC_unt|||
PB0511|FINDIG_GOOD|N|N|MS Wiremesh 1250X15000mm Size 1X1|MS Wiremesh 1250X15000mm Size 1X1||consumable_items|1|UQC_unt|||
PB0512|FINDIG_GOOD|N|N|Steel Wire Rope 10mmX6X19 Steel Core|Steel Wire Rope 10mmX6X19 Steel Core||consumable_items|1|UQC_mtr|||
PB0513|FINDIG_GOOD|N|N|Wire Rope U-Clamp - 10 Mm|Wire Rope U-Clamp - 10 Mm||consumable_items|1|UQC_pcs|||
PB0514|FINDIG_GOOD|N|N|Rubber Belt, Grade-M24, Width 750mm, 3 P|Rubber Belt, Grade-M24, Width 750mm, 3 P||consumable_items|1|UQC_mtr|||
PB0515|FINDIG_GOOD|N|N|Rubber Belt, Grade-M24, Width 600mm, 3 P|Rubber Belt, Grade-M24, Width 600mm, 3 P||consumable_items|1|UQC_mtr|||
PB0516|FINDIG_GOOD|N|N|Complete Uniform - White|Complete Uniform - White||consumable_items|1|UQC_unt|||
PB0517|FINDIG_GOOD|N|N|Complete Uniform - Brown|Complete Uniform - Brown||consumable_items|1|UQC_unt|||
PB0518|FINDIG_GOOD|N|N|Organic Manur &amp; Bio Fertilizers|Organic Manur &amp; Bio Fertilizers||bio_fertilizer|1|UQC_kgs|||
PB0519|FINDIG_GOOD|N|N|Sonalika Tractor Model:DI-60 Rx-16.9 Tyr|Sonalika Tractor Model:DI-60 Rx-16.9 Tyr||assets|1|UQC_unt|||
PB0520|FINDIG_GOOD|N|N|Patanjali Subhumi|Patanjali Subhumi||organic_manure|1|UQC_kgs|||
PB0521|FINDIG_GOOD|N|N|Patanjali Bavaria|Patanjali Bavaria||bio_fertilizer|1|UQC_kgs|||
PB0522|FINDIG_GOOD|N|N|Patanjali ZSB 1 LTR|Patanjali ZSB 1 LTR||bio_fertilizer|1|UQC_box|1|UQC_pcs|12
PB0523|FINDIG_GOOD|N|N|ZSB Culture broth|ZSB Culture broth||semi_finish_product|1|UQC_klr|||
PB0524|FINDIG_GOOD|N|N|Label for Patanjali ZSB 0.25 Ltr|Label for Patanjali ZSB 0.25 Ltr||packing_material|1|UQC_pcs|||
PB0525|FINDIG_GOOD|N|N|Potassium Chloride (KCL)|Potassium Chloride (KCL)||consumable_items|1|UQC_kgs|||
PB0526|FINDIG_GOOD|N|N|Zinc Oxide LR Grade|Zinc Oxide LR Grade||consumable_items|1|UQC_kgs|||
PB0527|FINDIG_GOOD|N|N|Silicone Anti-Foaming Agent|Silicone Anti-Foaming Agent||consumable_items|1|UQC_klr|||
PB0528|FINDIG_GOOD|N|N|Desktop I3|Desktop I3||assets|1|UQC_unt|||
PB0529|FINDIG_GOOD|N|N|Laptop I3|Laptop I3||assets|1|UQC_unt|||
PB0530|FINDIG_GOOD|N|N|Laptop Bag|Laptop Bag||consumable_items|1|UQC_pcs|||
PB0531|FINDIG_GOOD|N|N|CHW PUMP IE3 Model : 1532 1-1/2 AC|CHW PUMP IE3 Model : 1532 1-1/2 AC||assets|1|UQC_unt|||
PB0532|FINDIG_GOOD|N|N|Cooling Tower Water IE3 -1532 2-1/2AB|Cooling Tower Water IE3 -1532 2-1/2AB||assets|1|UQC_unt|||
PB0533|FINDIG_GOOD|N|N|Cow Dung|Cow Dung||raw_material|1|UQC_ton|||
PB0534|FINDIG_GOOD|N|N|Metarhizium Culture Broth|Metarhizium Culture Broth||semi_finish_product|1|UQC_klr|||
PB0535|FINDIG_GOOD|N|N|Beauveria Culture Broth|Beauveria Culture Broth||semi_finish_product|1|UQC_klr|||
PB0536|FINDIG_GOOD|N|N|MS Flat 50X16mm|MS Flat 50X16mm||consumable_items|1|UQC_ton|||
PB0537|FINDIG_GOOD|N|N|Gate Valve 1inch|Gate Valve 1inch||consumable_items|1|UQC_pcs|||
PB0538|FINDIG_GOOD|N|N|Lock 50 Mm|Lock 50 Mm||consumable_items|1|UQC_pcs|||
PB0539|FINDIG_GOOD|N|N|PVC Tape|PVC Tape||consumable_items|1|UQC_pcs|||
PB0540|FINDIG_GOOD|N|N|Teflon Tape|Teflon Tape||consumable_items|1|UQC_pcs|||
PB0541|FINDIG_GOOD|N|N|SS Ball Valve 3/4inch|SS Ball Valve 3/4inch||consumable_items|1|UQC_pcs|||
PB0542|FINDIG_GOOD|N|N|Cutting Wheel 4inch|Cutting Wheel 4inch||consumable_items|1|UQC_pcs|||
PB0543|FINDIG_GOOD|N|N|Flap Disc 4inch|Flap Disc 4inch||consumable_items|1|UQC_pcs|||
PB0544|FINDIG_GOOD|N|N|M Seal|M Seal||consumable_items|1|UQC_kgs|||
PB0545|FINDIG_GOOD|N|N|PLC Tube 36 Watt 4 Pin|PLC Tube 36 Watt 4 Pin||consumable_items|1|UQC_pcs|||
PB0546|FINDIG_GOOD|N|N|Tourch Nano|Tourch Nano||consumable_items|1|UQC_pcs|||
PB0547|FINDIG_GOOD|N|N|V-Belt B-92|V-Belt B-92||consumable_items|1|UQC_pcs|||
PB0548|FINDIG_GOOD|N|N|IT Services (Web Hosting &amp; Domain) 3yr|IT Services (Web Hosting &amp; Domain) 3yr||it_services|1|UQC_oth|||
PB0549|FINDIG_GOOD|N|N|Patanjali Jaivic Kranti|Patanjali Jaivic Kranti||bio_fertilizer|1|UQC_box|1|UQC_klr|12
PB0550|FINDIG_GOOD|N|N|Bearing 7310 B|Bearing 7310 B||consumable_items|1|UQC_pcs|||
PB0551|FINDIG_GOOD|N|N|Wooden Screw 50X10|Wooden Screw 50X10||consumable_items|1|UQC_box|||
PB0552|FINDIG_GOOD|N|N|Araldite 1800gm|Araldite 1800gm||consumable_items|1|UQC_box|||
PB0553|FINDIG_GOOD|N|N|Anchor Fastner Bolt 16X150mm|Anchor Fastner Bolt 16X150mm||consumable_items|1|UQC_pcs|||
PB0554|FINDIG_GOOD|N|N|Anchor Fastner 12X100mm|Anchor Fastner 12X100mm||consumable_items|1|UQC_pcs|||
PB0555|FINDIG_GOOD|N|N|Copper Cable 2.5X3Core|Copper Cable 2.5X3Core||consumable_items|1|UQC_mtr|||
PB0556|FINDIG_GOOD|N|N|4 Pole MCB Box|4 Pole MCB Box||consumable_items|1|UQC_pcs|||
PB0557|FINDIG_GOOD|N|N|PVC Gitti 40mm|PVC Gitti 40mm||consumable_items|1|UQC_box|||
PB0558|FINDIG_GOOD|N|N|Wooden Screw 35X8|Wooden Screw 35X8||consumable_items|1|UQC_box|||
PB0559|FINDIG_GOOD|N|N|MCB 10A X 1 Pole|MCB 10A X 1 Pole||consumable_items|1|UQC_pcs|||
PB0560|FINDIG_GOOD|N|N|MCB 16A X 1 Pole|MCB 16A X 1 Pole||consumable_items|1|UQC_pcs|||
PB0561|FINDIG_GOOD|N|N|Wall Mounting Fan 400mm|Wall Mounting Fan 400mm||consumable_items|1|UQC_pcs|||
PB0562|FINDIG_GOOD|N|N|MS Tool Box With Tools &amp; Kit|MS Tool Box With Tools &amp; Kit||assets|1|UQC_box|||
PB0563|FINDIG_GOOD|N|N|MCB 2A X 1 Pole|MCB 2A X 1 Pole||consumable_items|1|UQC_pcs|||
PB0564|FINDIG_GOOD|N|N|Add On Block|Add On Block||consumable_items|1|UQC_pcs|||
PB0565|FINDIG_GOOD|N|N|MCB 63A 3POLE|MCB 63A 3POLE||consumable_items|1|UQC_pcs|||
PB0566|FINDIG_GOOD|N|N|Overload Relay 9-13|Overload Relay 9-13||consumable_items|1|UQC_pcs|||
PB0567|FINDIG_GOOD|N|N|Contacter 220 Volt MNX 18|Contacter 220 Volt MNX 18||consumable_items|1|UQC_pcs|||
PB0568|FINDIG_GOOD|N|N|Contacter 220 Volt MNX 25|Contacter 220 Volt MNX 25||consumable_items|1|UQC_pcs|||
PB0569|FINDIG_GOOD|N|N|Copper Lugs U Type 1.5 Mm|Copper Lugs U Type 1.5 Mm||consumable_items|1|UQC_pcs|||
PB0570|FINDIG_GOOD|N|N|Copper Lugs U Type 4 mm|Copper Lugs U Type 4 mm||consumable_items|1|UQC_pcs|||
PB0571|FINDIG_GOOD|N|N|Copper Lugs Pin Type 4 mm|Copper Lugs Pin Type 4 mm||consumable_items|1|UQC_pcs|||
PB0572|FINDIG_GOOD|N|N|1mm Single Core Copper Wire|1mm Single Core Copper Wire||consumable_items|1|UQC_box|||
PB0573|FINDIG_GOOD|N|N|4mm Single Core Copper Wire|4mm Single Core Copper Wire||consumable_items|1|UQC_box|||
PB0574|FINDIG_GOOD|N|N|4mm 4 Core Copper  Flexible Cable|4mm 4 Core Copper  Flexible Cable||consumable_items|1|UQC_mtr|||
PB0575|FINDIG_GOOD|N|N|Cable Tie 200 Mm|Cable Tie 200 Mm||consumable_items|1|UQC_box|||
PB0576|FINDIG_GOOD|N|N|Digital Insulation Tester (Magger)|Digital Insulation Tester (Magger)||consumable_items|1|UQC_pcs|||
PB0577|FINDIG_GOOD|N|N|Chlorophyll Meter SPAD 502 Plus|Chlorophyll Meter SPAD 502 Plus||assets|1|UQC_pcs|||
PB0578|FINDIG_GOOD|N|N|11 KV HT VCB I/C+OG Make Crompton Greave|11 KV HT VCB I/C+OG Make Crompton Greave||assets|1|UQC_pcs|||
PB0579|FINDIG_GOOD|N|N|Maxi-foliar Plus|Maxi-foliar Plus||bio_fertilizer|1|UQC_klr|||
PB0580|FINDIG_GOOD|N|N|Microprocessor Flame Photometer - S-935|Microprocessor Flame Photometer - S-935||assets|1|UQC_pcs|||
PB0581|FINDIG_GOOD|N|N|Calcium Filter Cost|Calcium Filter Cost||consumable_items|1|UQC_pcs|||
PB0582|FINDIG_GOOD|N|N|43 Grade OPC Cement Make : Ultratech|43 Grade OPC Cement Make : Ultratech||consumable_items|1|UQC_bag|||
PB0583|FINDIG_GOOD|N|N|TMT BAR 8 MM|TMT BAR 8 MM||consumable_items|1|UQC_ton|||
PB0584|FINDIG_GOOD|N|N|TMT BAR 12 MM|TMT BAR 12 MM||consumable_items|1|UQC_ton|||
PB0585|FINDIG_GOOD|N|N|TMT BAR 16 MM|TMT BAR 16 MM||consumable_items|1|UQC_ton|||
PB0586|FINDIG_GOOD|N|N|Valve Set|Valve Set||consumable_items|1|UQC_bag|||
PB0587|FINDIG_GOOD|N|N|Piston Ring Set|Piston Ring Set||consumable_items|1|UQC_pcs|||
PB0588|FINDIG_GOOD|N|N|Filter Housing|Filter Housing||consumable_items|1|UQC_pcs|||
PB0589|FINDIG_GOOD|N|N|Comp LUB - 2H|Comp LUB - 2H||consumable_items|1|UQC_klr|||
PB0590|FINDIG_GOOD|N|N|Repair &amp; Maintinance|Repair &amp; Maintinance||service_charge|1|UQC_unt|||
PB0591|FINDIG_GOOD|N|N|MS Pole SP 72|MS Pole SP 72||assets|1|UQC_pcs|||
PB0592|FINDIG_GOOD|N|N|Cable End Termination Box 150 Mm Sq 3 Co|Cable End Termination Box 150 Mm Sq 3 Co||assets|1|UQC_pcs|||
PB0593|FINDIG_GOOD|N|N|G.O. Switch 800 Amp 11 KV . 45 KL, Polym|G.O. Switch 800 Amp 11 KV . 45 KL, Polym||assets|1|UQC_pcs|||
PB0594|FINDIG_GOOD|N|N|Electrode GI Dia 50, Length 3000 Mm With|Electrode GI Dia 50, Length 3000 Mm With||assets|1|UQC_pcs|||
PB0595|FINDIG_GOOD|N|N|1 X 1 Feet PCC Chamber / Chequred Plate|1 X 1 Feet PCC Chamber / Chequred Plate||assets|1|UQC_pcs|||
PB0596|FINDIG_GOOD|N|N|MS Nut Bolt|MS Nut Bolt||assets|1|UQC_kgs|||
PB0597|FINDIG_GOOD|N|N|Earthing Strip GI 25 X 06 Mm|Earthing Strip GI 25 X 06 Mm||assets|1|UQC_kgs|||
PB0598|FINDIG_GOOD|N|N|11 KV Pin Insulator With Pin|11 KV Pin Insulator With Pin||assets|1|UQC_pcs|||
PB0599|FINDIG_GOOD|N|N|MS Round Pipe (150X5mm)|MS Round Pipe (150X5mm)||consumable_items|1|UQC_kgs|||
PB0600|FINDIG_GOOD|N|N|MS Square Pipe 65X65X3 Mm|MS Square Pipe 65X65X3 Mm||consumable_items|1|UQC_kgs|||
PB0601|FINDIG_GOOD|N|N|16mm Thick MS Plate|16mm Thick MS Plate||consumable_items|1|UQC_kgs|||
PB0602|FINDIG_GOOD|N|N|GI Colour Coated Sheet 0.5X1000x20 Feet|GI Colour Coated Sheet 0.5X1000x20 Feet||consumable_items|1|UQC_kgs|||
PB0603|FINDIG_GOOD|N|N|GI Colour Coated Sheet 0.5X1000x12 Feet|GI Colour Coated Sheet 0.5X1000x12 Feet||consumable_items|1|UQC_kgs|||
PB0604|FINDIG_GOOD|N|N|GI Self Drill Screw 12X55|GI Self Drill Screw 12X55||consumable_items|1|UQC_pcs|||
PB0605|FINDIG_GOOD|N|N|GI Self Drill Screw 12X25|GI Self Drill Screw 12X25||consumable_items|1|UQC_pcs|||
PB0606|FINDIG_GOOD|N|N|Argon Gas|Argon Gas||consumable_items|1|UQC_pcs|||
PB0607|FINDIG_GOOD|N|N|Dell Latitude 3490 Laptop / Intel Core|Dell Latitude 3490 Laptop / Intel Core||assets|1|UQC_pcs|||
PB0608|FINDIG_GOOD|N|N|Dell Optiplex 3050 Desktop / Intel Core|Dell Optiplex 3050 Desktop / Intel Core||assets|1|UQC_pcs|||
PB0609|FINDIG_GOOD|N|N|Pinions|Pinions||consumable_items|1|UQC_pcs|||
PB0610|FINDIG_GOOD|N|N|Main LT Panel With APFC Panel|Main LT Panel With APFC Panel||assets|1|UQC_pcs|||
PB0611|FINDIG_GOOD|N|N|Conveyer Belt Jointing|Conveyer Belt Jointing||assets|1|UQC_pcs|||
PB0612|FINDIG_GOOD|N|N|Conveyer Belt Jointing at Site Width 750|Conveyer Belt Jointing at Site Width 750||assets|1|UQC_pcs|||
PB0613|FINDIG_GOOD|N|N|Conveyer Belt Jointing at Site Width 600|Conveyer Belt Jointing at Site Width 600||assets|1|UQC_pcs|||
PB0614|FINDIG_GOOD|N|N|UPVC Pipe  50mm SCH-40 Lead Free|UPVC Pipe  50mm SCH-40 Lead Free||consumable_items|1|UQC_mtr|||
PB0615|FINDIG_GOOD|N|N|Socket 50mm SCH-40|Socket 50mm SCH-40||consumable_items|1|UQC_pcs|||
PB0616|FINDIG_GOOD|N|N|Elbow 50mm  SCH-40|Elbow 50mm  SCH-40||consumable_items|1|UQC_pcs|||
PB0617|FINDIG_GOOD|N|N|UPVC Tee 50mm SCH-40|UPVC Tee 50mm SCH-40||consumable_items|1|UQC_pcs|||
PB0618|FINDIG_GOOD|N|N|FTA  50mm SCH-40 THREADED|FTA  50mm SCH-40 THREADED||consumable_items|1|UQC_pcs|||
PB0619|FINDIG_GOOD|N|N|MTA 50mm SCH-40 THREADED|MTA 50mm SCH-40 THREADED||consumable_items|1|UQC_pcs|||
PB0620|FINDIG_GOOD|N|N|Tank Adapter 50mm SCH-40|Tank Adapter 50mm SCH-40||consumable_items|1|UQC_pcs|||
PB0621|FINDIG_GOOD|N|N|Ballvalve 50mm|Ballvalve 50mm||consumable_items|1|UQC_pcs|||
PB0622|FINDIG_GOOD|N|N|UPVC Solvent|UPVC Solvent||consumable_items|1|UQC_klr|||
PB0623|FINDIG_GOOD|N|N|UPVC Flange 50mm|UPVC Flange 50mm||consumable_items|1|UQC_pcs|||
PB0624|FINDIG_GOOD|N|N|Gear Oil Grade 320|Gear Oil Grade 320||consumable_items|1|UQC_klr|||
PB0625|FINDIG_GOOD|N|N|Almirah 50inchX30inchX16inch without Locker|Almirah 50inchX30inchX16inch without Locker||assets|1|UQC_pcs|||
PB0626|FINDIG_GOOD|N|N|ISMC 75x40mm|ISMC 75x40mm||consumable_items|1|UQC_ton|1|UQC_pcs|1
PB0627|FINDIG_GOOD|N|N|08mm Thick MS Plate|08mm Thick MS Plate||consumable_items|1|UQC_kgs|||
PB0628|FINDIG_GOOD|N|N|MS Anchor Fastner 100X12mm|MS Anchor Fastner 100X12mm||consumable_items|1|UQC_pcs|||
PB0629|FINDIG_GOOD|N|N|MS Anchor Fastner 100X16mm|MS Anchor Fastner 100X16mm||consumable_items|1|UQC_pcs|||
PB0630|FINDIG_GOOD|N|N|MS Rolling Mill|MS Rolling Mill||assets|1|UQC_pcs|||
PB0631|FINDIG_GOOD|N|N|Conveyor Machine|Conveyor Machine||assets|1|UQC_pcs|||
PB0632|FINDIG_GOOD|N|N|Safety Stud Anchor HST3 M16x145 45/25|Safety Stud Anchor HST3 M16x145 45/25||consumable_items|1|UQC_box|||
PB0633|FINDIG_GOOD|N|N|Silage Maize-75 Kg|Silage Maize-75 Kg||organic_manure|1|UQC_kgs|||
PB0634|FINDIG_GOOD|N|N|Silage Sweet Sorgum-400kg|Silage Sweet Sorgum-400kg||organic_manure|1|UQC_kgs|||
PB0635|FINDIG_GOOD|N|N|Oats Silage|Oats Silage||organic_manure|1|UQC_kgs|||
PB0636|FINDIG_GOOD|N|N|Sodium Bicarbonate LR Grade|Sodium Bicarbonate LR Grade||lab_chemicals|1|UQC_kgs|||
PB0637|FINDIG_GOOD|N|N|Ammonium Acetate|Ammonium Acetate||lab_chemicals|1|UQC_kgs|||
PB0638|FINDIG_GOOD|N|N|Sodium Cobal Nitrite|Sodium Cobal Nitrite||lab_chemicals|1|UQC_kgs|||
PB0639|FINDIG_GOOD|N|N|Ammonium Fluoride NH4F|Ammonium Fluoride NH4F||lab_chemicals|1|UQC_kgs|||
PB0640|FINDIG_GOOD|N|N|Ammonium Molybdate|Ammonium Molybdate||lab_chemicals|1|UQC_kgs|||
